EC Ei1
53.191300 43.104500
53.191300 43.104500
0.000000 0.000000
0.000000 0.000000
0.000000 25.207300
0.000000 25.039200
74.076200 0.000000
25.779800 0.000000
25.779800 0.000000
0.000000 19.493600
0.000000 73.269200
73.314800 0.000000
51.777200 0.000000
51.777200 0.000000
71.792000 0.000000
62.110900 0.000000
33.938000 0.000000
145.759000 0.000000
145.759000 0.000000
145.759000 0.000000
145.759000 9.998890
145.759000 9.998890
145.759000 9.998890
145.759000 0.000000
145.759000 73.521300
145.759000 73.521300
82.452000 62.346000
70.813000 0.000000
32.959000 0.000000
61.458300 0.000000
0.000000 31.677200
0.000000 31.677200
0.000000 25.459400
0.000000 65.202900
0.000000 65.202900
46.773500 0.000000
91.154000 0.000000
91.154000 0.000000
0.000000 0.000000
18.600600 0.000000
51.777200 0.000000
57.433600 0.000000
57.433600 0.000000
58.195000 0.000000
99.094700 0.000000
76.578100 0.000000
31.545000 0.000000
54.714200 72.008800
54.714200 72.008800
54.714200 72.008800
0.000000 15.880600
0.000000 44.364800
0.000000 13.527900
0.000000 62.598100
0.000000 45.961300
0.000000 45.961300
0.000000 82.175800
28.934300 0.000000
94.091000 0.000000
0.000000 0.000000
0.000000 32.349400
65.591700 0.000000
99.747300 0.000000
99.747300 0.000000
0.000000 75.621900
0.000000 34.618000
92.894400 0.000000
82.016900 0.000000
0.000000 36.886700
108.776000 0.000000
108.776000 0.000000
28.499200 0.000000
28.499200 0.000000
130.531000 0.000000
59.500300 0.000000
59.500300 0.000000
36.983700 0.000000
26.650000 0.000000
30.022100 0.000000
46.229700 0.000000
30.022100 0.000000
124.004000 12.183500
124.004000 12.183500
0.000000 74.025400
0.000000 74.025400
43.836600 0.000000
23.821900 0.000000
38.832900 0.000000
0.000000 110.072000
0.000000 110.072000
0.000000 38.819200
79.950100 0.000000
0.000000 0.000000
0.000000 18.149200
0.000000 68.395800
0.000000 68.395800
0.000000 11.427300
0.000000 38.819200
55.910700 0.000000
35.025800 0.000000
50.036800 0.000000
50.036800 0.000000
11.095100 0.000000
88.652200 0.000000
59.174000 0.000000
59.174000 0.000000
41.552300 0.000000
113.127000 0.000000
113.127000 0.000000
113.127000 0.000000
113.127000 0.000000
19.035700 0.000000
35.896000 0.000000
0.000000 19.745700
0.000000 11.931500
61.567000 0.000000
121.829000 0.000000
121.829000 0.000000
96.048900 0.000000
69.834000 0.000000
117.478000 0.000000
128.355000 0.000000
72.879700 0.000000
72.879700 0.000000
33.611700 19.241600
42.531300 0.000000
103.554000 0.000000
24.148200 0.000000
97.027900 0.000000
19.035700 0.000000
90.610200 0.000000
11.095100 0.000000
77.230700 0.000000
71.574400 0.000000
13.814500 0.000000
21.428800 0.000000
40.464600 0.000000
22.625300 0.000000
63.089900 24.115000
0.000000 10.755100
50.471900 0.000000
50.471900 0.000000
21.646400 0.000000
61.675800 0.000000
0.000000 42.264200
35.678400 14.284100
35.678400 14.284100
23.604300 0.000000
23.604300 0.000000
0.000000 0.000000
22.299000 0.000000
70.921800 0.000000
48.078900 12.267500
12.835500 0.000000
72.227100 0.000000
72.227100 0.000000
0.000000 53.271400
0.000000 35.458300
66.026800 0.000000
16.751500 0.000000
41.226000 0.000000
61.240700 0.000000
133.794000 0.000000
73.967500 0.000000
30.239600 0.000000
0.000000 73.437200
0.000000 22.854600
0.000000 15.460500
0.000000 60.917600
0.000000 74.697600
59.282800 74.697600
59.282800 74.697600
0.000000 62.262000
15.228600 111.752000
64.395200 111.752000
16.642700 0.000000
62.110900 0.000000
47.208700 70.748500
47.208700 70.748500
0.000000 30.668900
0.000000 30.668900
0.000000 113.433000
0.000000 113.433000
0.000000 55.288000
51.233400 0.000000
78.318500 0.000000
0.000000 13.191800
17.295300 0.000000
25.127200 0.000000
63.307500 0.000000
63.307500 0.000000
43.836600 0.000000
0.000000 60.917600
29.913300 0.000000
37.853900 0.000000
38.071500 30.668900
67.767300 11.343300
67.767300 11.343300
0.000000 59.321200
40.138200 0.000000
10.866700 0.000000
0.000000 39.575400
0.000000 15.544500
0.000000 47.473700
0.000000 90.746200
29.695800 0.000000
53.408900 0.000000
45.250700 15.964600
0.000000 14.704300
77.883400 0.000000
77.883400 0.000000
77.883400 0.000000
17.295300 0.000000
0.000000 28.232200
50.471900 48.818100
0.000000 30.584800
0.000000 30.584800
0.000000 0.000000
0.000000 12.015500
0.000000 11.175200
108.449000 11.343300
38.071500 0.000000
0.000000 19.997800
40.899700 0.000000
102.358000 0.000000
37.310100 0.000000
71.574400 45.793200
0.000000 59.237100
0.000000 79.318900
52.103600 0.000000
0.000000 27.980100
20.014700 0.000000
16.969000 0.000000
70.269100 0.000000
45.359500 0.000000
18.709400 0.000000
22.951700 0.000000
0.000000 38.315100
0.000000 64.446600
59.935400 0.000000
41.987400 38.399100
0.000000 93.267000
0.000000 93.267000
0.000000 78.142600
88.761000 0.000000
76.251800 0.000000
76.251800 0.000000
98.877100 0.000000
98.877100 0.000000
0.000000 76.798200
46.012100 14.872300
46.012100 14.872300
0.000000 23.862900
91.589100 29.324500
118.566000 47.977900
58.630100 15.712500
0.000000 29.660600
0.000000 23.694900
0.000000 31.929200
0.000000 12.435600
0.000000 19.997800
0.000000 19.997800
93.329500 83.604200
93.329500 83.604200
24.583300 0.000000
0.000000 35.038100
0.000000 33.945800
58.738900 0.000000
58.738900 0.000000
88.325900 0.000000
19.362100 0.000000
24.583300 0.000000
34.590700 0.000000
0.000000 41.340000
0.000000 65.202900
0.000000 65.202900
0.000000 12.855700
67.658500 0.000000
10.616500 0.000000
0.000000 16.720800
0.000000 53.271400
0.000000 55.708100
49.166600 0.000000
18.818200 0.000000
38.615400 0.000000
27.629000 0.000000
0.000000 28.148100
0.000000 28.148100
0.000000 0.000000
0.000000 26.047500
0.000000 28.232200
117.478000 0.000000
23.930700 0.000000
82.887100 0.000000
41.769900 0.000000
56.889700 0.000000
0.000000 0.000000
70.704200 0.000000
70.704200 0.000000
70.704200 0.000000
62.002100 0.000000
0.000000 0.000000
12.074100 0.000000
72.227100 0.000000
0.000000 41.003900
0.000000 90.746200
0.000000 90.746200
0.000000 36.802600
0.000000 18.401300
0.000000 43.440600
0.000000 43.440600
0.000000 17.981200
0.000000 12.015500
69.725200 0.000000
80.167700 0.000000
80.167700 0.000000
80.167700 0.000000
80.167700 0.000000
39.594400 0.000000
0.000000 50.078500
0.000000 18.569400
0.000000 20.333900
0.000000 20.501900
0.000000 19.913800
39.268000 0.000000
75.599100 0.000000
35.460900 0.000000
74.293800 0.000000
22.951700 0.000000
14.249600 0.000000
52.321100 0.000000
75.381600 0.000000
36.331100 0.000000
73.423600 0.000000
0.000000 71.504700
0.000000 71.504700
0.000000 39.491400
0.000000 23.442800
0.000000 29.828600
0.000000 63.186300
0.000000 63.186300
0.000000 18.401300
0.000000 0.000000
12.074100 26.803800
24.365800 0.000000
17.948000 0.000000
25.236000 0.000000
54.387800 0.000000
50.907000 0.000000
94.634900 0.000000
84.627500 0.000000
78.644800 0.000000
27.520300 0.000000
27.520300 0.000000
14.249600 0.000000
55.910700 0.000000
55.910700 0.000000
41.987400 0.000000
38.941700 59.657300
38.724100 24.199000
0.000000 105.871000
0.000000 31.257000
30.457200 0.000000
46.882300 0.000000
75.816700 0.000000
13.161900 0.000000
0.000000 29.996700
33.829200 0.000000
44.924400 0.000000
44.924400 0.000000
51.124600 0.000000
0.000000 99.148700
71.900700 99.148700
71.900700 99.148700
46.447200 0.000000
60.370500 0.000000
0.000000 74.193500
49.819300 0.000000
0.000000 0.000000
56.672100 0.000000
44.162900 0.000000
0.000000 92.426700
0.000000 99.988900
0.000000 18.065200
0.000000 25.039200
20.123500 25.039200
20.123500 25.039200
21.102500 0.000000
0.000000 37.054700
19.906000 0.000000
0.000000 57.640700
28.934300 0.000000
38.506600 0.000000
43.075200 0.000000
51.015800 0.000000
51.015800 0.000000
22.516600 0.000000
22.516600 0.000000
22.516600 0.000000
60.588100 0.000000
30.457200 0.000000
0.000000 17.729100
0.000000 17.729100
43.184000 0.000000
67.440900 0.000000
85.388900 0.000000
29.913300 0.000000
90.283800 66.715300
90.283800 66.715300
46.338400 0.000000
0.000000 64.530700
92.568100 0.000000
92.568100 0.000000
67.549700 0.000000
78.318500 0.000000
82.669500 0.000000
73.749900 0.000000
84.736300 0.000000
84.736300 0.000000
62.110900 0.000000
0.000000 73.437200
63.960100 0.000000
85.606500 0.000000
117.478000 0.000000
45.141900 34.702000
63.960100 0.000000
65.809300 0.000000
14.684700 0.000000
0.000000 27.475900
38.615400 0.000000
0.000000 47.053600
38.071500 0.000000
64.830300 0.000000
0.000000 29.156400
0.000000 95.787700
0.000000 95.787700
0.000000 18.737400
0.000000 0.000000
0.000000 17.225000
0.000000 13.443900
0.000000 20.754000
0.000000 40.751800
0.000000 25.711400
51.668500 0.000000
40.247000 0.000000
45.359500 0.000000
58.521300 0.000000
58.521300 0.000000
92.241800 0.000000
40.138200 0.000000
0.000000 70.412400
0.000000 70.412400
0.000000 70.412400
56.672100 0.000000
130.531000 0.000000
33.285400 0.000000
48.078900 0.000000
62.546000 0.000000
0.000000 0.000000
74.185000 0.000000
15.990000 0.000000
55.040500 0.000000
20.776200 0.000000
51.233400 0.000000
51.233400 0.000000
0.000000 25.795500
30.566000 0.000000
11.421400 20.417900
0.000000 127.717000
0.000000 127.717000
0.000000 127.717000
0.000000 59.993300
49.384200 0.000000
49.384200 0.000000
49.384200 0.000000
49.384200 0.000000
53.408900 0.000000
0.000000 25.375300
23.495600 0.000000
23.495600 0.000000
0.000000 0.000000
46.338400 0.000000
0.000000 88.225500
50.471900 0.000000
50.471900 0.000000
108.449000 0.000000
108.449000 0.000000
106.491000 0.000000
106.491000 0.000000
82.669500 0.000000
42.748800 0.000000
0.000000 29.576600
35.896000 0.000000
0.000000 0.000000
0.000000 43.524600
0.000000 43.524600
35.678400 0.000000
0.000000 13.107800
0.000000 0.000000
15.554900 0.000000
0.000000 28.064100
0.000000 37.642900
0.000000 120.155000
0.000000 43.860700
49.384200 43.860700
33.067800 0.000000
0.000000 41.171900
12.509200 36.718600
0.000000 31.509100
94.199800 0.000000
94.199800 0.000000
94.199800 0.000000
0.000000 0.000000
62.219700 0.000000
0.000000 20.754000
0.000000 58.985100
0.000000 21.090100
0.000000 0.000000
64.721500 0.000000
0.000000 34.281900
31.218600 56.212300
141.408000 0.000000
141.408000 0.000000
0.000000 24.703100
92.133000 0.000000
65.918100 0.000000
0.000000 11.343300
0.000000 95.787700
120.741000 0.000000
120.741000 0.000000
46.229700 0.000000
91.371600 0.000000
107.253000 0.000000
107.253000 0.000000
107.253000 0.000000
107.253000 0.000000
107.253000 0.000000
82.778300 0.000000
0.000000 34.113900
83.431000 0.000000
29.369400 0.000000
0.000000 51.674900
0.000000 59.657300
0.000000 38.399100
0.000000 59.069100
0.000000 15.292400
25.562300 0.000000
106.383000 0.000000
106.383000 0.000000
48.187600 0.000000
66.462000 0.000000
24.692100 0.000000
43.292700 0.000000
17.839200 40.751800
27.193900 0.000000
39.485600 0.000000
39.485600 0.000000
0.000000 30.584800
0.000000 110.912000
0.000000 110.912000
0.000000 110.912000
0.000000 97.468200
0.000000 12.435600
97.789400 36.382500
97.789400 36.382500
21.863900 0.000000
0.000000 13.611900
11.747800 0.000000
29.151900 53.103400
29.151900 53.103400
68.855000 95.787700
68.855000 95.787700
64.395200 15.208400
64.395200 15.208400
64.395200 0.000000
47.535000 0.000000
49.819300 0.000000
30.674700 0.000000
0.000000 49.994500
0.000000 22.266400
0.000000 10.419000
0.000000 10.419000
0.000000 56.296300
0.000000 56.296300
76.469300 0.000000
76.469300 0.000000
51.559700 0.000000
51.559700 0.000000
67.005800 0.000000
22.625300 0.000000
82.452000 0.000000
41.226000 0.000000
74.293800 0.000000
27.846600 0.000000
0.000000 0.000000
61.131900 0.000000
71.465600 0.000000
16.316400 0.000000
0.000000 12.519600
0.000000 37.390800
0.000000 71.840800
0.000000 114.273000
0.000000 114.273000
45.577000 0.000000
37.636400 31.089000
51.559700 0.000000
76.360500 0.000000
76.360500 0.000000
13.923300 0.000000
0.000000 17.225000
0.000000 20.922100
29.478200 0.000000
0.000000 22.098400
12.726800 0.000000
0.000000 96.627900
0.000000 114.273000
67.876000 0.000000
55.910700 0.000000
55.910700 0.000000
89.848700 0.000000
30.348400 0.000000
49.057800 0.000000
91.806700 123.516000
91.806700 123.516000
23.930700 0.000000
149.023000 0.000000
149.023000 0.000000
0.000000 22.182400
13.379400 0.000000
0.000000 36.214500
42.640100 0.000000
0.000000 60.833600
0.000000 26.047500
0.000000 26.047500
0.000000 66.799300
29.369400 0.000000
0.000000 0.000000
0.000000 42.600300
60.479300 12.687700
0.000000 10.503000
89.631200 0.000000
89.631200 0.000000
24.583300 0.000000
22.734100 0.000000
34.917000 0.000000
48.296400 0.000000
95.396300 38.399100
95.396300 38.399100
78.427300 0.000000
78.427300 0.000000
0.000000 36.802600
0.000000 90.746200
0.000000 38.483100
0.000000 38.231100
0.000000 38.231100
14.902300 0.000000
0.000000 40.667800
56.237000 0.000000
12.400400 10.755100
44.815600 0.000000
68.855000 0.000000
0.000000 15.040300
0.000000 18.401300
0.000000 18.401300
0.000000 18.401300
28.172900 0.000000
0.000000 36.214500
31.001100 0.000000
55.801900 0.000000
37.527600 0.000000
65.483000 0.000000
53.626400 0.000000
33.176600 0.000000
120.741000 0.000000
18.491900 0.000000
47.643800 0.000000
47.643800 0.000000
0.000000 74.361500
39.485600 0.000000
0.000000 10.419000
0.000000 15.964600
46.229700 0.000000
35.678400 0.000000
16.860200 17.393000
0.000000 0.000000
85.715200 88.225500
0.000000 75.117700
0.000000 45.457100
0.000000 15.796600
0.000000 25.795500
21.646400 0.000000
10.235800 0.000000
103.554000 57.388600
103.554000 57.388600
103.554000 57.388600
0.000000 15.208400
100.291000 0.000000
100.291000 0.000000
56.889700 0.000000
71.792000 0.000000
13.923300 0.000000
64.177700 0.000000
64.177700 0.000000
0.000000 43.860700
37.310100 0.000000
101.814000 0.000000
67.332200 0.000000
0.000000 36.550600
0.000000 0.000000
13.270600 0.000000
104.969000 0.000000
0.000000 48.145900
0.000000 35.542300
0.000000 35.542300
0.000000 94.947500
0.000000 94.947500
0.000000 94.947500
0.000000 94.947500
0.000000 39.155300
0.000000 27.139800
0.000000 59.573200
0.000000 30.920900
26.323700 0.000000
26.323700 0.000000
0.000000 16.300700
0.000000 16.300700
82.995900 0.000000
82.995900 0.000000
107.797000 0.000000
0.000000 115.113000
0.000000 115.113000
0.000000 30.752900
13.488200 30.752900
0.000000 83.436100
67.767300 0.000000
10.670900 15.460500
91.371600 21.258100
29.804500 9.998890
34.155600 29.912600
70.704200 80.747300
70.704200 80.747300
0.000000 80.747300
56.889700 80.747300
17.512900 57.052500
83.431000 0.000000
0.000000 31.929200
82.452000 0.000000
0.000000 19.745700
39.485600 0.000000
45.685800 0.000000
0.000000 23.442800
0.000000 12.267500
118.566000 0.000000
118.566000 0.000000
118.566000 0.000000
75.164000 0.000000
75.164000 0.000000
36.983700 0.000000
141.408000 0.000000
141.408000 0.000000
87.129300 0.000000
109.863000 0.000000
109.863000 0.000000
109.863000 0.000000
51.559700 0.000000
11.639000 0.000000
38.289000 0.000000
0.000000 0.000000
24.583300 0.000000
27.193900 0.000000
20.884900 0.000000
30.457200 0.000000
27.193900 0.000000
98.006900 0.000000
103.011000 0.000000
122.917000 0.000000
122.917000 0.000000
122.917000 0.000000
51.559700 0.000000
66.570700 0.000000
0.000000 60.077400
47.317400 0.000000
47.317400 0.000000
22.081500 0.000000
21.972700 0.000000
0.000000 18.065200
30.566000 0.000000
0.000000 34.365900
0.000000 11.931500
0.000000 64.698700
0.000000 64.698700
0.000000 43.188500
0.000000 25.459400
0.000000 64.110500
0.000000 17.897200
0.000000 33.273600
16.425100 0.000000
72.662200 0.000000
41.878600 27.139800
0.000000 32.769500
0.000000 41.171900
0.000000 11.595400
57.216000 0.000000
77.448300 0.000000
77.448300 0.000000
95.178700 0.000000
95.178700 0.000000
62.763600 0.000000
48.622700 53.103400
48.622700 53.103400
62.328500 0.000000
0.000000 23.778900
10.214000 0.000000
82.452000 0.000000
87.455700 52.179100
61.131900 0.000000
26.867600 0.000000
79.079900 0.000000
79.079900 0.000000
0.000000 33.441700
10.627400 0.000000
95.722600 0.000000
95.722600 0.000000
95.722600 12.687700
95.070000 0.000000
28.499200 0.000000
54.170300 0.000000
54.170300 0.000000
90.827700 0.000000
38.180300 0.000000
19.035700 0.000000
0.000000 41.760100
0.000000 34.281900
0.000000 28.652300
19.470800 0.000000
96.919100 0.000000
114.214000 0.000000
114.214000 0.000000
0.000000 0.000000
45.250700 17.225000
55.693200 0.000000
76.034200 0.000000
76.034200 0.000000
76.034200 0.000000
76.034200 0.000000
106.927000 0.000000
19.470800 0.000000
110.951000 0.000000
110.951000 0.000000
122.917000 0.000000
122.917000 0.000000
75.707900 0.000000
0.000000 13.443900
10.551200 26.299600
0.000000 10.755100
0.000000 13.107800
23.930700 0.000000
0.000000 45.709200
0.000000 12.519600
0.000000 21.090100
0.000000 21.090100
0.000000 33.441700
0.000000 23.358800
0.000000 112.593000
0.000000 112.593000
0.000000 80.999400
0.000000 80.999400
23.713100 36.466500
58.847700 14.704300
29.260700 0.000000
29.260700 0.000000
0.000000 41.760100
0.000000 41.760100
0.000000 20.586000
10.355400 0.000000
33.611700 0.000000
47.861300 0.000000
47.861300 0.000000
0.000000 14.620200
0.000000 63.858500
0.000000 39.155300
13.053100 0.000000
42.205000 16.720800
78.862400 11.259300
36.439900 0.000000
17.404100 0.000000
